input,lower_deck_output,upper_deck_winner,winner_activation,target,target_activation,excluded,over_threshold
####cris#####,cricurs,cerceau,0.033526,crisper,0.029719,0,0
####étud#####,ééuétué,écuelle,0.014010,étudier,0.002118,0,0
####tabl#####,tattaal,trotter,0.050387,tablier,0.000322,0,0
####émer#####,émhreer,écarter,0.010896,émerger,0.002286,0,0
####conc#####,conchcu,concile,0.099631,concert,0.012349,0,0
####adop#####,adoparo,léopard,0.017329,adopter,0.001842,0,0
####envo#####,envveos,inverse,0.028659,envoler,0.002680,0,0
####comé#####,coméwré,combiné,0.010208,comédie,0.000243,0,0
####prog#####,prophèo,proprio,0.333036,progrès,0.002301,0,0
####éner#####,énerner,éternel,0.025157,énergie,0.000249,0,0
####dess#####,dessers,dessous,0.163149,dessous,0.163149,0,0
####esse#####,eseeess,vareuse,0.011332,essence,0.001018,0,0
####aima#####,aimaaai,aimable,0.014180,aimable,0.014180,0,0
####sang#####,saggann,élégant,0.029267,sanglot,0.000124,0,0
####monn#####,mommçon,mamelon,0.013610,monnaie,0.000005,0,0
####aspi#####,aappppf,frapper,0.048931,aspirer,0.000991,0,0
####élég#####,élgéûgé,négligé,0.016162,élégant,0.000244,0,0
####cult#####,culceat,cuisson,0.016098,culture,0.002865,0,0
####luis#####,luillos,taillis,0.022933,luisant,0.001296,0,0
####réci#####,récrécé,recréer,0.034359,réciter,0.000710,0,0
####honn#####,hhnhhnn,haillon,0.060653,honnête,0.000304,0,0
####réun#####,rérrunu,matrone,0.005450,réunion,0.000016,0,0
####deme#####,dedeede,demeure,0.012970,demeure,0.012970,0,0
####para#####,papaaao,chapeau,0.005093,paradis,0.000237,0,0
####enta#####,eeeeeat,dessert,0.000994,entamer,0.000003,0,0
####bouq#####,bouqbrs,bourbon,0.336001,bouquin,0.007941,0,0
####plaq#####,plapqau,plateau,0.027199,plaquer,0.009756,0,0
####remo#####,remoraà,rouvrir,0.006544,remords,0.004573,0,0
####bist#####,bistbrt,biscuit,0.018009,bistrot,0.009229,0,0
####stup#####,suuparu,coupure,0.039646,stupide,0.012599,0,0
####voya#####,voyvaao,voyager,0.056963,voyager,0.056963,0,0
####envi#####,enveeas,inverse,0.006168,environ,0.002057,0,0
####lége#####,léglpgé,négligé,0.206241,légende,0.013737,0,0
####pêch#####,pêphhio,pêcheur,0.347702,pêcheur,0.347702,0,0
####péni#####,péppppn,pécheur,0.062931,pénible,0.020434,0,0
####aban#####,abaraan,artisan,0.005266,abandon,0.002568,0,0
####bour#####,bourour,bourrer,0.055395,bourrer,0.055395,0,0
####gueu#####,gugueux,rugueux,0.121986,gueuler,0.035294,0,0
####déro#####,dédréro,déduire,0.046783,dérober,0.000843,0,0
####buis#####,buisuus,baisser,0.033069,buisson,0.028508,0,0
####terr#####,tetrter,trotter,0.230584,terreur,0.000526,0,0
####from#####,froffrn,fanfare,0.011589,fromage,0.001819,0,0
####mons#####,monsçon,mousson,0.004896,monstre,0.000168,0,0
####coll#####,cocloll,coulant,0.020979,collège,0.002768,0,0
####appé#####,ppppppé,flipper,0.040928,appétit,0.000479,0,0
####enfo#####,effonon,baroque,0.000677,enfouir,0.000250,0,0
####alig#####,alglagi,aigreur,0.035389,aligner,0.000675,0,0
####pann#####,panpann,poussin,0.002847,panneau,0.000062,0,0
####plai#####,plppiao,chapeau,0.008517,plainte,0.000398,0,0
####écou#####,éoocéué,éloigné,0.015085,écouler,0.000864,0,0
####souc#####,sousaré,sourdre,0.005068,soucier,0.001489,0,0
####vert#####,veuvert,couvert,0.024559,vertige,0.000520,0,0
####exci#####,exceeix,exciter,0.030635,exciter,0.030635,0,0
####bouf#####,boujerx,boudeur,0.016167,bouffée,0.001475,0,0
####auto#####,autotat,abattre,0.004837,autobus,0.000639,0,0
####abri#####,aabrari,spirale,0.003678,abriter,0.000011,0,0
####couv#####,couvevu,couvert,0.051211,couvent,0.000987,0,0
####domm#####,dommwmé,dommage,0.017623,dommage,0.017623,0,0
####empl#####,eèpeeyé,asperge,0.001069,employé,0.000102,0,0
####revê#####,rêvervà,rêverie,0.234555,revêtir,0.000819,0,0
####mate#####,mateaae,brimade,0.000893,matelas,0.000395,0,0
####magi#####,magraai,engrais,0.003637,magique,0.001960,0,0
####abou#####,aboubui,autobus,0.020641,aboutir,0.002443,0,0
####lect#####,leclect,dessert,0.004108,lecteur,0.002567,0,0
####dans#####,daasand,dansant,0.047542,danseur,0.000787,0,0
####tron#####,trotaon,trotter,0.116768,tronche,0.000734,0,0
####trou#####,trotuoo,trotter,0.502181,trouble,0.001972,0,0
####vain#####,vaivana,suivant,0.090919,vaincre,0.001986,0,0
####pani#####,panpaan,peupler,0.014945,panique,0.000409,0,0
####réjo#####,réjorré,mémoire,0.003733,réjouir,0.000609,0,0
####comb#####,combbro,combler,0.354727,combler,0.354727,0,0
####blou#####,bloublo,bloquer,0.404536,blouson,0.087511,0,0
####chin#####,chichon,chignon,0.058739,chinois,0.002670,0,0
####cout#####,coucert,couteau,0.037446,coutume,0.007666,0,0
####couv#####,couvevu,couvert,0.051211,couvert,0.051211,0,0
####mala#####,mammaal,matelas,0.001908,malaise,0.000158,0,0
####répa#####,répappé,réparer,0.040204,réparer,0.040204,0,0
####révo#####,révoévé,dévorer,0.182010,révolte,0.001075,0,0
####irri#####,iiiriri,sourire,0.042079,irriter,0.000609,0,0
####méth#####,métrhht,mémoire,0.005757,méthode,0.001721,0,0
####char#####,charhon,cracher,0.127176,charbon,0.014638,0,0
####éten#####,éjeeton,émettre,0.009624,étendue,0.000884,0,0
####gren#####,grngren,gourdin,0.021070,grenier,0.000619,0,0
####stat#####,stataat,stature,0.044938,station,0.042705,0,0
####flat#####,flafôat,flasque,0.041900,flatter,0.015401,0,0
####stup#####,suuparu,coupure,0.039646,stupeur,0.017829,0,0
####prod#####,poophro,proprio,0.050397,produit,0.000090,0,0
####supe#####,supeppe,supposé,0.005046,superbe,0.004726,0,0
####tour#####,toutouo,toucher,0.014457,tournée,0.012468,0,0
####éner#####,énerner,éternel,0.025157,énerver,0.002450,0,0
####nagu#####,nngngau,négligé,0.008506,naguère,0.002591,0,0
####ména#####,méémaan,médical,0.013205,ménager,0.001795,0,0
####serg#####,seggseg,sergent,0.008184,sergent,0.008184,0,0
####four#####,fouroux,fourrer,0.095235,fourrer,0.095235,0,0
####soup#####,souparu,coupure,0.028742,soupçon,0.007058,0,0
####bouc#####,bouberc,bouleau,0.012926,boucler,0.003340,0,0
####tous#####,toutaus,toucher,0.066174,tousser,0.043002,0,0
####bloq#####,bloibao,bloquer,0.423200,bloquer,0.423200,0,0
####urge#####,uuguuge,insurgé,0.019706,urgence,0.003358,0,0
####hale#####,hanhege,hommage,0.019858,haleine,0.008570,0,0
####port#####,popprrt,portant,0.049458,portail,0.000489,0,0
####supr#####,suprper,suprême,0.016514,suprême,0.016514,0,0
####diam#####,dimmaam,dommage,0.005449,diamant,0.001965,0,0
####plan#####,plalaau,plateau,0.031776,planète,0.000205,0,0
####doub#####,doudauu,douille,0.028255,doubler,0.007128,0,0
####cous#####,coucors,coucher,0.164807,coussin,0.002254,0,0
####gron#####,grngzon,sanglot,0.017535,gronder,0.000022,0,0
####inse#####,ingeise,chemise,0.009563,insecte,0.000083,0,0
####inte#####,intinte,infirme,0.002255,intense,0.000021,0,0
####maje#####,mameaae,gamelle,0.005215,majesté,0.000198,0,0
####barb#####,babbbré,barbare,0.169841,barbier,0.081921,0,0
####févr#####,févrévé,février,0.012603,février,0.012603,0,0
####lent#####,lenlent,dessert,0.001718,lenteur,0.000321,0,0
####sinc#####,siscinn,piscine,0.065955,sincère,0.000099,0,0
####parq#####,papppao,pupille,0.008781,parquet,0.000512,0,0
####hont#####,honhhnt,content,0.009916,honteux,0.004049,0,0
####ancê#####,ancêact,gravats,0.000508,ancêtre,0.000186,0,0
####bons#####,bonsbon,boisson,0.088188,bonsoir,0.023047,0,0
####escl#####,seceecl,conseil,0.004392,esclave,0.000023,0,0
####sect#####,secsect,secteur,0.056362,section,0.002068,0,0
####sédu#####,désudus,résumer,0.015884,séduire,0.001060,0,0
####rédi#####,réérédi,réussir,0.003770,rédiger,0.001478,0,0
####bran#####,brabzan,artisan,0.020902,brandir,0.000857,0,0
####seme#####,semeeme,demeure,0.010830,semelle,0.001797,0,0
####pour#####,poupuro,pourpre,0.043179,pourrir,0.005153,0,0
####défa#####,défaaad,défaire,0.043246,défaite,0.001144,0,0
####saig#####,saggags,brigade,0.010864,saigner,0.000525,0,0
####tran#####,trataan,tentant,0.033656,tranche,0.000296,0,0
####fris#####,friffrs,faiseur,0.054499,frisson,0.007604,0,0
####surp#####,suppprt,support,0.069207,surpris,0.005866,0,0
####sage#####,sagsage,corsage,0.163514,sagesse,0.000058,0,0
####rupt#####,ruppptt,parapet,0.016287,rupture,0.001223,0,0
####enqu#####,kleunuu,étendue,0.005032,enquête,0.000191,0,0
####surs#####,surssrs,sursaut,0.012206,sursaut,0.012206,0,0
####bouc#####,bouberc,bouleau,0.012926,boucher,0.005150,0,0
####écol#####,écoéûlé,éveillé,0.003562,écolier,0.000042,0,0
####fein#####,feifenn,feindre,0.079540,feindre,0.079540,0,0
####fice#####,fiffcce,fourche,0.013080,ficelle,0.000441,0,0
####host#####,honhoot,haricot,0.010726,hostile,0.001322,0,0
####serp#####,sepppru,serpent,0.025544,serpent,0.025544,0,0
####vede#####,veveere,demeure,0.004240,vedette,0.003641,0,0
####fala#####,fflaaad,forfait,0.014780,falaise,0.005242,0,0
####revi#####,revrevà,livreur,0.022450,revivre,0.000628,0,0
####roya#####,royyyao,radical,0.004773,royaume,0.001261,0,0
####écho#####,échhhoi,échelon,0.014801,échouer,0.007002,0,0
####affo#####,fffrfac,affreux,0.036895,affoler,0.003044,0,0
####ress#####,wessrrs,dessous,0.038126,ressort,0.031671,0,0
####prud#####,pouphrd,peupler,0.245066,prudent,0.000586,0,0
####cort#####,contert,contrat,0.008535,cortège,0.001327,0,0
####sect#####,secsect,secteur,0.056362,secteur,0.056362,0,0
####élan#####,élanaan,élancer,0.001485,élancer,0.001485,0,0
####déco#####,décocro,décorer,0.199695,décorer,0.199695,0,0
####coll#####,cocloll,coulant,0.020979,collier,0.001799,0,0
####remp#####,remppry,rempart,0.151060,rempart,0.151060,0,0
####affi#####,ffffaaf,effrayé,0.079662,affiche,0.001701,0,0
####arro#####,aroooro,armoire,0.008061,arroser,0.000259,0,0
####éblo#####,égrbblé,bourbon,0.014735,éblouir,0.000175,0,0
####barr#####,baararr,barreau,0.033552,barrage,0.013329,0,0
####cour#####,courorr,courant,0.201860,courber,0.016211,0,0
####peup#####,peuppru,peupler,0.037029,peupler,0.037029,0,0
####prai#####,prappao,proprio,0.069400,prairie,0.000638,0,0
####barr#####,baararr,barreau,0.033552,barreau,0.033552,0,0
####grin#####,grigain,gourdin,0.019620,grincer,0.000942,0,0
####dépl#####,déppplé,dépassé,0.018569,déplier,0.002917,0,0
####rêve#####,rêvrrve,rêverie,0.337440,rêverie,0.337440,0,0
####pelo#####,penpplo,peupler,0.163051,pelouse,0.000439,0,0
####élar#####,ééallar,tableau,0.003670,élargir,0.000159,0,0
####somb#####,sombsos,sombrer,0.164086,sombrer,0.164086,0,0
####tamb#####,tambaay,tombeau,0.134962,tambour,0.028438,0,0
####limi#####,limllai,lisible,0.016692,limiter,0.016680,0,0
####serr#####,seereer,aborder,0.000848,serrure,0.000086,0,0
####foul#####,foulerl,foulard,0.173395,foulard,0.173395,0,0
####liqu#####,liqlqou,liqueur,0.260462,liquide,0.038020,0,0
####pens#####,pensenn,poussin,0.041311,pension,0.009190,0,0
####roul#####,trureal,crucial,0.003707,rouleau,0.000880,0,0
####ampo#####,ammrppo,torpédo,0.000935,ampoule,0.000124,0,0
####masq#####,masqqas,matelas,0.144170,masquer,0.000615,0,0
####colo#####,conocoo,complot,0.006303,colonie,0.000156,0,0
####quoi#####,qooqqui,quoique,0.323616,quoique,0.323616,0,0
####capo#####,cappppo,concept,0.011419,caporal,0.004566,0,0
####chif#####,chichhd,chiffre,0.067853,chiffon,0.023674,0,0
####mail#####,maimaal,brimade,0.007930,maillot,0.000187,0,0
####suic#####,suusicé,service,0.018309,suicide,0.000599,0,0
####symb#####,lybbamé,symbole,0.113982,symbole,0.113982,0,0
####amus#####,aauseas,matelas,0.003899,amusant,0.000382,0,0
####clig#####,clicièg,cligner,0.094632,cligner,0.094632,0,0
####réfl#####,rrérryé,préféré,0.002103,réflexe,0.000279,0,0
####fran#####,frafaan,forfait,0.024023,frangin,0.001386,0,0
####cont#####,conchnt,content,0.040033,contrer,0.000424,0,0
####serv#####,sevvevs,serveur,0.081511,servant,0.006786,0,0
####vend#####,vemdinu,vermine,0.038585,vendeur,0.006569,0,0
####bâil#####,bâbllii,bâiller,0.759689,bâiller,0.759689,0,1
####cris#####,cricurs,cerceau,0.033526,cristal,0.014088,0,0
####épis#####,éppsppé,épanoui,0.005334,épisode,0.001596,0,0
####muse#####,museure,musette,0.021307,musette,0.021307,0,0
####rouv#####,rouvvvu,nouveau,0.159719,rouvrir,0.011973,0,0
####capr#####,caprppo,caprice,0.086283,caprice,0.086283,0,0
####grai#####,gragaao,grillon,0.012792,graisse,0.004665,0,0
####marq#####,mamqqas,minéral,0.005496,marquis,0.000779,0,0
####cloi#####,clociao,clocher,0.052079,cloison,0.002582,0,0
####épin#####,épprppn,épineux,0.023587,épingle,0.011651,0,0
####lisi#####,lisleis,taillis,0.016123,lisière,0.005728,0,0
####robi#####,rrbrzoi,meurtri,0.012344,robinet,0.000062,0,0
####ronf#####,ronfron,coffret,0.018513,ronfler,0.001070,0,0
####ivre#####,vivrire,sourire,0.015700,ivresse,0.000027,0,0
####zing#####,zézaing,zézette,0.071054,zingaro,0.002083,0,0
####pinc#####,pinpicg,pinceau,0.059196,pinceau,0.059196,0,0
####siff#####,sffffif,suffire,0.053440,sifflet,0.008149,0,0
####écla#####,éccceal,écusson,0.002719,éclairé,0.001139,0,0
####mous#####,moumoos,mouette,0.003970,mousson,0.001856,0,0
####aube#####,aubebbe,auberge,0.008864,auberge,0.008864,0,0
####facu#####,facucau,feindre,0.020081,faculté,0.004636,0,0
####émet#####,émééeet,élément,0.006395,émettre,0.001912,0,0
####habi#####,hhbhhan,haillon,0.028271,habillé,0.017149,0,0
####nota#####,nonaaat,nénette,0.041640,notaire,0.000208,0,0
####ranc#####,raccanu,précoce,0.006672,rancune,0.001795,0,0
####comm#####,commman,comique,0.071889,commode,0.003761,0,0
####grav#####,gravaao,gravure,0.125139,gravité,0.034460,0,0
####pisc#####,pinpics,pimpant,0.172022,piscine,0.013548,0,0
####conf#####,conffrn,confier,0.074920,confort,0.023830,0,0
####tort#####,totttro,toiture,0.065089,torture,0.008479,0,0
####ados#####,adosaas,matelas,0.017989,adosser,0.000188,0,0
####tart#####,tattaay,trotter,0.041075,tartine,0.005196,0,0
####bruy#####,bruybru,bruyère,0.451980,bruyant,0.060023,0,0
####cont#####,conchnt,content,0.040033,contenu,0.000225,0,0
####susp#####,suspars,support,0.037417,suspect,0.014788,0,0
####déva#####,dévaaaa,dévaler,0.090094,dévaler,0.090094,0,0
####divi#####,divddif,diviser,0.222456,diviser,0.222456,0,0
####étag#####,étggaaé,négligé,0.010602,étagère,0.000365,0,0
####homm#####,homhhoé,humilié,0.067904,hommage,0.062226,0,0
####anno#####,aanrçon,adéquat,0.000398,annonce,0.000168,0,0
####édit#####,ééddttt,cuistot,0.002046,édition,0.000116,0,0
####mont#####,mommtot,complot,0.015715,monture,0.000423,0,0
####tapo#####,tatptao,torpédo,0.091003,tapoter,0.011651,0,0
####case#####,cassaae,cassant,0.022742,caserne,0.001357,0,0
####fleu#####,fleuelx,fleurer,0.174067,fleurir,0.030327,0,0
####horl#####,hoolhlr,haillon,0.084239,horloge,0.032126,0,0
####plis#####,piuleis,publier,0.036971,plisser,0.002882,0,0
####accu#####,accceau,occulte,0.016336,accueil,0.008619,0,0
####serv#####,sevvevs,serveur,0.081511,serveur,0.081511,0,0
####funè#####,funèhrn,funèbre,0.062425,funèbre,0.062425,0,0
####mond#####,mommhdd,moutard,0.017537,mondial,0.001565,0,0
####torr#####,toortrr,trotter,0.286763,torrent,0.000683,0,0
####cont#####,conchnt,content,0.040033,contour,0.002200,0,0
####excl#####,excleel,conseil,0.006467,exclure,0.004698,0,0
####amat#####,amaraat,attrait,0.004313,amateur,0.000104,0,0
####déci#####,décrdco,décence,0.335560,décisif,0.022748,0,0
####dout#####,doudort,douteux,0.037305,douteux,0.037305,0,0
####crua#####,crucaru,crucial,0.133500,cruauté,0.001171,0,0
####enla#####,engaeal,château,0.001345,enlacer,0.000022,0,0
####fron#####,froffon,fanfare,0.054300,froncer,0.000090,0,0
####insu#####,insniau,bestiau,0.015976,insulte,0.000122,0,0
####croc#####,cooccro,concert,0.085423,crochet,0.018295,0,0
####empi#####,eêmepyi,démenti,0.018107,empiler,0.000009,0,0
####maxi#####,maxieax,maximum,0.005514,maximum,0.005514,0,0
####moue#####,moumere,mourant,0.012568,mouette,0.010603,0,0
####beso#####,besebos,bourbon,0.045258,besogne,0.001087,0,0
####embê#####,embeêmi,emmener,0.519295,embêter,0.023920,0,0
####expl#####,expleyx,frileux,0.009321,exploit,0.008604,0,0
####mart#####,martaat,marrant,0.018054,marteau,0.015296,0,0
####stop#####,sooparo,stopper,0.033321,stopper,0.033321,0,0
####tens#####,testenn,tréteau,0.009684,tension,0.001001,0,0
####vaca#####,vavvaal,cerveau,0.026113,vacarme,0.000020,0,0
####vigu#####,vigugig,vigueur,0.143532,vigueur,0.143532,0,0
####anti#####,antiaat,attrait,0.002407,antique,0.000078,0,0
####braq#####,brayban,briller,0.016257,braquer,0.005260,0,0
####scru#####,scrssré,sincère,0.004472,scruter,0.000131,0,0
####inju#####,jnqniau,joindre,0.044694,injuste,0.000090,0,0
####meur#####,meureur,mourant,0.073504,meurtre,0.003208,0,0
####aisa#####,ansaaas,apparat,0.004780,aisance,0.000187,0,0
####choq#####,choqhhn,crochet,0.090578,choquer,0.010458,0,0
####grav#####,gravaao,gravure,0.125139,gravier,0.059320,0,0
####pétr#####,ppprtrt,pupitre,0.037699,pétrole,0.003415,0,0
####reco#####,recoccà,recours,0.019570,recours,0.019570,0,0
####rent#####,reetent,revient,0.010387,rentrée,0.000030,0,0
####théo#####,tttthoé,torchon,0.011719,théorie,0.000092,0,0
####cors#####,coocors,concert,0.016375,corsage,0.001264,0,0
####inon#####,inoiion,environ,0.003429,inonder,0.000126,0,0
####cont#####,conchnt,content,0.040033,contrat,0.007373,0,0
####tail#####,ttitaal,toiture,0.061407,taillis,0.002393,0,0
####pati#####,papppat,pupille,0.008091,patient,0.000292,0,0
####dess#####,dessers,dessous,0.163149,dessein,0.019491,0,0
####médi#####,médrddi,méandre,0.017760,méditer,0.007454,0,0
####anon#####,alonaon,abandon,0.005246,anonyme,0.000273,0,0
####assu#####,aasssus,amusant,0.004188,assumer,0.000189,0,0
####disp#####,dippprs,disparu,0.031026,disparu,0.031026,0,0
####gros#####,grngrès,progrès,0.102269,grossir,0.000705,0,0
####guit#####,guitiit,guitare,0.048471,guitare,0.048471,0,0
####chio#####,chchhoo,coucher,0.017692,chiotte,0.000092,0,0
####cito#####,citotoo,cahoter,0.005758,citoyen,0.000496,0,0
####flai#####,flarian,flasque,0.056771,flairer,0.016240,0,0
####jume#####,jujqume,murmure,0.008122,jumelle,0.001745,0,0
####marm#####,marmwrm,murmure,0.164196,marmite,0.098532,0,0
####sorc#####,soosaré,soigner,0.016195,sorcier,0.001909,0,0
####apla#####,aapaaau,chapeau,0.021899,aplatir,0.000104,0,0
####char#####,charhon,cracher,0.127176,charité,0.030653,0,0
####défi#####,déffdif,décisif,0.045885,définir,0.000369,0,0
####résu#####,résueué,résumer,0.063759,résumer,0.063759,0,0
####bouc#####,bouberc,bouleau,0.012926,bouchon,0.000946,0,0
####débi#####,dédrdré,déduire,0.007965,débiter,0.001492,0,0
####déso#####,dédodrs,déduire,0.205060,désoler,0.000292,0,0
####traq#####,tlattay,tonneau,0.007426,traquer,0.000890,0,0
####fact#####,factact,feutrer,0.009495,facteur,0.003669,0,0
####lamb#####,lamblau,lambeau,0.756270,lambeau,0.756270,0,1
####palm#####,pappwal,pupille,0.012127,palmier,0.000147,0,0
####char#####,charhon,cracher,0.127176,chariot,0.005249,0,0
####conf#####,conffrn,confier,0.074920,conflit,0.020660,0,0
####affa#####,ffffaaf,effrayé,0.063186,affaler,0.010671,0,0
####rela#####,rrraral,apparat,0.004761,relatif,0.000276,0,0
####édif#####,ééifodf,élément,0.003510,édifice,0.002129,0,0
####flam#####,flamôaé,flamber,0.174302,flamber,0.174302,0,0
####plat#####,plptaat,plateau,0.042854,platane,0.002468,0,0
####écha#####,échahau,écharpe,0.022274,écharpe,0.022274,0,0
####glac#####,glôcaao,glacial,0.161574,glacial,0.161574,0,0
####ivro#####,iovoioo,enfoiré,0.015651,ivrogne,0.000105,0,0
####baga#####,bagaaay,bégayer,0.025902,bagarre,0.007183,0,0
####cade#####,cacrare,ceindre,0.003148,cadence,0.000532,0,0
####chia#####,chihhan,chiquer,0.026581,chialer,0.015273,0,0
####exal#####,exaleal,exalter,0.110522,exalter,0.110522,0,0
####rall#####,trllwal,journal,0.005529,rallier,0.000202,0,0
####game#####,gagmage,geindre,0.006915,gamelle,0.005115,0,0
####retr#####,zeereer,écarter,0.001598,retrait,0.000061,0,0
####briq#####,briqbri,bruyère,0.025318,briquet,0.000502,0,0
####cloc#####,clochao,clocher,0.120090,clocher,0.120090,0,0
####filt#####,finfiit,forfait,0.108200,filtrer,0.001024,0,0
####bala#####,balaaal,baisser,0.005698,balader,0.000435,0,0
####capi#####,cappppo,calepin,0.029973,capital,0.009646,0,0
####fauc#####,faucaru,faucher,0.071151,faucher,0.071151,0,0
####comi#####,compmao,comique,0.050457,comique,0.050457,0,0
####hari#####,harhhri,haillon,0.020234,haricot,0.001672,0,0
####renf#####,reffrnn,beurrer,0.001086,renfort,0.000225,0,0
####tolé#####,tottélé,torturé,0.018875,tolérer,0.002508,0,0
####déch#####,décrhhd,détaché,0.081624,déchiré,0.001080,0,0
####gouf#####,gougfrd,gouffre,0.723057,gouffre,0.723057,0,1
####rece#####,recrece,décence,0.013149,recette,0.000420,0,0
####taur#####,tautauu,trotter,0.016958,taureau,0.010936,0,0
####torp#####,totppro,toiture,0.083967,torpeur,0.007227,0,0
####berc#####,beccecr,berceau,0.092164,berceau,0.092164,0,0
####exhi#####,exhheux,exhiber,0.016560,exhiber,0.016560,0,0
####galo#####,gagogao,galoche,0.016623,galoper,0.001283,0,0
####grou#####,groguuo,grogner,0.569623,grouper,0.041634,0,0
####port#####,popprrt,portant,0.049458,porteur,0.000610,0,0
####titu#####,titttuu,trotter,0.087452,tituber,0.018391,0,0
####bois#####,boisoon,boisson,0.191772,boisson,0.191772,0,0
####hono#####,honhhon,haillon,0.060568,honorer,0.011251,0,0
####mond#####,mommhdd,moutard,0.017537,mondain,0.000796,0,0
####traî#####,traîtro,traître,0.114020,traînée,0.000028,0,0
####traî#####,traîtro,traître,0.114020,traître,0.114020,0,0
####mouv#####,mouvovu,pouvoir,0.082502,mouvant,0.005377,0,0
####mouv#####,mouvovu,pouvoir,0.082502,mouvoir,0.042586,0,0
####grat#####,grngaat,grogner,0.076459,gratuit,0.000883,0,0
####tumu#####,tuuttuu,tutoyer,0.125648,tumulte,0.011220,0,0
####frei#####,frffirf,forfait,0.045500,freiner,0.001436,0,0
####obsc#####,oosobac,ouragan,0.001461,obscène,0.000301,0,0
####accé#####,acccccé,accablé,0.045760,accéder,0.001407,0,0
####cuve#####,cuveuve,convive,0.007535,cuvette,0.002111,0,0
####gren#####,grngren,gourdin,0.021070,grenade,0.001002,0,0
####logi#####,loglûii,engluer,0.017876,logique,0.006652,0,0
####perc#####,peêcecr,peupler,0.063036,percher,0.004456,0,0
####vers#####,ververs,velours,0.251925,version,0.002641,0,0
####aler#####,allrxer,avancer,0.001210,alerter,0.000209,0,0
####bord#####,bonbard,boisson,0.087680,bordure,0.018512,0,0
####para#####,papaaao,chapeau,0.005093,parapet,0.001159,0,0
####subl#####,subsbol,charbon,0.010718,sublime,0.001038,0,0
####batt#####,baûtaat,battant,0.063856,battant,0.063856,0,0
####blot#####,blotbot,blottir,0.069419,blottir,0.069419,0,0
####héri#####,héêrhii,hériter,0.042814,hériter,0.042814,0,0
####mont#####,mommtot,complot,0.015715,montant,0.006857,0,0
####oliv#####,oôoovaà,opposer,0.016811,olivier,0.001011,0,0
####chig#####,chichgg,coucher,0.208980,chignon,0.006487,0,0
####rout#####,roureat,bouquet,0.015193,routine,0.000090,0,0
####clas#####,classas,classer,0.010129,classer,0.010129,0,0
####gril#####,grigril,guignol,0.071726,griller,0.013769,0,0
####pèle#####,pyupèie,peupler,0.055324,pèlerin,0.000806,0,0
####plai#####,plppiao,chapeau,0.008517,plaider,0.000517,0,0
####croq#####,croccro,concert,0.027053,croquer,0.001230,0,0
####feme#####,femeeve,femelle,0.021478,femelle,0.021478,0,0
####adap#####,apapaau,chapeau,0.017959,adapter,0.008662,0,0
####allo#####,aalloli,affluer,0.016372,allongé,0.000527,0,0
####dess#####,dessers,dessous,0.163149,dessert,0.088546,0,0
####flin#####,flilind,faillir,0.101080,flingue,0.000443,0,0
####brûl#####,brûbbèn,brûlure,0.511666,brûlure,0.511666,0,1
####déta#####,dédaaao,défaire,0.005317,détaché,0.002013,0,0
####sala#####,sansaal,samovar,0.001817,salaire,0.000221,0,0
####anal#####,alalaal,arsenal,0.007927,analyse,0.000132,0,0
####brig#####,brggaro,brigade,0.062747,brigade,0.062747,0,0
####disp#####,dippprs,disparu,0.031026,dispute,0.001598,0,0
####pare#####,papparo,peupler,0.031491,paresse,0.000549,0,0
####dort#####,dondort,dessert,0.008307,dortoir,0.001268,0,0
####ferm#####,fffmerr,feindre,0.016371,fermier,0.010656,0,0
####inve#####,inviive,inviter,0.011753,inverse,0.001778,0,0
####marr#####,marrarr,mourant,0.012129,marrant,0.003417,0,0
####déno#####,dédddoo,déduire,0.014025,dénouer,0.001622,0,0
####édit#####,ééddttt,cuistot,0.002046,éditeur,0.000126,0,0
####igno#####,giiggon,fourgon,0.002843,ignoble,0.000131,0,0
####bill#####,biblbll,bourbon,0.097015,billard,0.004792,0,0
####serm#####,semssré,serment,0.049536,serment,0.049536,0,0
####cant#####,cancant,cascade,0.010307,cantine,0.000157,0,0
####délé#####,dééééré,décéder,0.061019,délégué,0.046383,0,0
####éloi#####,ééoiiai,écolier,0.004243,éloigné,0.001039,0,0
####limp#####,limpiyé,limpide,0.378737,limpide,0.378737,0,0
####tonn#####,tottçon,tartine,0.038072,tonneau,0.000067,0,0
####radi#####,rraraai,zingaro,0.000460,radieux,0.000085,0,0
####refi#####,rrfreif,réflexe,0.000869,refiler,0.000026,0,0
####ondu#####,ooounud,omettre,0.004978,onduler,0.002112,0,0
####édif#####,ééifodf,élément,0.003510,édifier,0.000776,0,0
####tomb#####,tombboo,tombeau,0.270168,tombeau,0.270168,0,0
####amor#####,amorror,complot,0.000800,amorcer,0.000253,0,0
####larg#####,lagglgé,langage,0.183473,largeur,0.034176,0,0
####médi#####,médrddi,méandre,0.017760,médical,0.008655,0,0
####blan#####,blabean,blouson,0.019087,blanche,0.012481,0,0
####daup#####,dauparu,disparu,0.152634,dauphin,0.017142,0,0
####frin#####,frifinn,forfait,0.041572,fringue,0.000075,0,0
####inse#####,ingeise,chemise,0.009563,insensé,0.001326,0,0
####mini#####,mimmiin,mondain,0.002993,minimum,0.000212,0,0
####pend#####,penpedd,peupler,0.292074,pendule,0.002841,0,0
####sott#####,soutoot,sanglot,0.004051,sottise,0.002633,0,0
